,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1849,43,9,357,401,24,1,0,2,18,11,5,0,1,249000,21000
1850,43,9,250,288,39,1,0,2,17,4,9,1,1,127000,56000
1851,43,9,250,288,39,1,0,2,17,4,9,1,1,127000,56000
1852,43,9,110,768,35,2,2,2,2,27,5,1,1,210000,59000
1853,43,9,250,189,40,2,0,1,1,4,9,2,0,152893,75750
1854,43,9,178,193,41,2,0,14,17,21,9,1,1,432000,62000
1855,40,9,335,42,26,1,0,2,17,18,9,1,1,246000,31500
1856,40,9,178,176,43,2,0,1,17,4,9,0,1,80000,107500
1857,37,9,178,184,41,2,0,1,17,4,9,1,1,146107,82750
1858,34,9,178,184,42,2,0,1,18,4,9,0,1,53000,88500
1859,23,30,191,531,39,2,1,3,3,9,9,0,1,130000,104000
1860,34,9,250,189,41,2,0,1,18,4,9,0,1,80000,69500
1861,34,9,250,189,39,2,0,1,18,11,9,0,1,160000,62900
1862,34,9,178,184,42,2,0,1,18,4,9,0,1,43700,79850
1863,34,9,178,184,42,2,0,1,18,4,9,0,1,92000,88500
1864,34,9,250,189,41,2,0,1,18,9,9,0,1,105000,63500
1865,34,9,178,1622,43,2,2,2,18,4,9,0,1,61000,122500
1866,34,9,178,184,42,2,0,1,18,4,9,0,1,85000,85500
1867,34,9,178,1622,43,2,2,2,18,4,9,0,1,62000,119500
1868,34,9,66,1463,38,1,0,2,18,4,6,0,1,239000,62500
1869,34,9,178,774,43,2,1,1,18,4,9,0,1,78000,119750
1870,34,9,178,184,41,2,0,1,18,4,9,0,1,100000,82500
1871,34,9,178,291,43,1,0,2,18,4,5,0,1,32000,90000
1872,34,9,282,89,26,1,0,1,18,5,5,0,1,235000,23900
1873,34,9,178,290,43,0,0,2,18,4,9,0,1,22000,87500
1874,34,9,291,182,30,2,0,1,18,18,5,0,1,299000,35500
1875,34,9,178,184,41,2,0,1,18,4,9,0,1,97000,77750
1876,34,9,178,184,40,2,0,1,18,9,9,0,1,110000,76500
1877,34,9,178,771,42,2,1,3,3,4,9,0,3,60000,119500
1878,72,13,362,707,40,0,1,2,2,4,0,0,1,75000,160000
1879,31,9,250,775,37,2,0,2,2,4,9,1,1,157000,62500
1880,31,9,291,1686,33,2,0,1,18,22,5,0,1,310000,35000
1881,31,9,94,1622,36,2,0,1,17,11,9,0,1,174000,41750
1882,31,9,354,807,22,1,0,2,17,5,11,0,1,104000,26500
1883,31,9,335,265,25,1,0,2,17,9,9,1,1,170000,31000
1884,28,9,178,193,41,2,0,1,17,4,9,1,1,76000,102000
1885,25,9,257,556,32,1,0,2,2,9,9,1,1,130000,38000
1886,25,9,250,179,37,2,0,1,1,9,5,1,1,126000,57000
1887,25,9,178,783,42,2,1,2,2,4,9,1,1,107000,120000
1888,25,9,250,179,36,2,0,1,17,9,9,1,1,182169,57000
1889,25,9,250,189,42,2,0,1,17,4,9,1,1,49000,85000
1890,25,9,94,294,35,1,0,2,15,9,9,1,1,134000,55000
1891,22,9,357,338,23,1,0,2,15,4,5,1,1,113000,21000
1892,22,9,250,325,40,0,0,2,17,15,9,1,1,67000,69000
1893,22,9,357,335,21,1,0,2,17,15,5,1,1,320000,15500
1894,22,9,178,184,42,2,0,1,18,4,9,0,1,96583,85500
1895,22,9,257,556,28,1,0,2,2,9,9,1,1,167250,29000
1896,19,9,357,805,21,1,0,3,1,4,5,1,1,148000,21800
1897,34,17,147,1436,25,1,1,5,3,4,5,0,1,249038,70750
1898,19,9,250,189,41,2,0,1,18,4,9,0,1,131672,69850
1899,19,9,178,1622,43,2,2,2,18,4,9,0,1,34537,126900
1900,19,9,250,290,38,0,0,2,17,4,9,1,1,52000,60000
1901,16,9,357,805,23,1,0,3,17,18,5,1,1,35000,25000
1902,16,9,94,294,36,1,0,14,18,8,9,1,1,237000,43000
1903,13,9,363,1511,25,1,0,2,17,9,5,1,1,235000,18000
1904,13,9,357,805,21,1,0,2,17,5,5,1,1,90000,21500
1905,13,9,250,189,40,2,0,1,17,4,9,0,1,146000,60900
1906,13,9,178,193,41,2,2,2,2,4,9,0,1,160000,98850
1907,10,9,354,805,18,1,0,2,1,8,9,0,1,111111,15750
1908,10,9,178,184,41,2,0,1,1,4,9,0,0,84792,92750
1909,7,9,69,766,38,2,0,2,2,4,6,1,1,68000,115000
1910,7,9,282,178,32,2,0,1,15,4,5,1,1,182000,41000
1911,7,9,250,179,37,2,0,1,17,4,9,1,1,297000,45000
1912,7,9,335,265,24,1,0,2,17,11,9,0,1,310000,19750
1913,4,9,357,401,23,1,0,2,15,18,5,1,1,280000,15750
1914,4,9,250,177,40,2,0,1,17,4,9,1,1,290000,50000
1915,4,9,178,193,40,2,0,1,1,11,9,0,1,140000,85000
1916,1,9,250,183,37,2,2,1,17,9,9,1,1,125000,63000
1917,80,8,170,490,40,2,0,2,1,4,1,0,1,178535,63750
1918,1,9,250,179,37,2,0,2,17,22,9,1,1,580000,39999
1919,1,9,178,184,41,2,0,1,18,4,9,0,1,80000,81850
1920,1,9,178,184,42,2,0,1,18,4,9,0,1,54000,85850
1921,1,9,178,1622,43,2,2,2,18,8,9,0,1,63000,129650
1922,1,9,67,347,42,0,2,2,18,16,0,0,1,39000,149900
1923,1,9,66,1458,40,0,2,1,18,25,4,0,1,31067,110500
1924,1,9,178,184,42,2,0,1,18,4,9,0,1,46000,86850
1925,1,9,178,184,41,2,0,1,18,4,9,0,1,99000,79850
1926,1,9,250,189,40,2,0,1,18,4,9,0,1,148500,64999
1927,88,9,291,63,31,1,0,1,2,5,10,0,1,176000,43500
1928,88,9,94,62,27,1,1,1,17,9,9,0,1,175000,31000
1929,88,9,335,541,24,0,0,2,1,18,9,1,1,197000,37900
1930,88,9,250,179,36,2,0,2,17,4,5,1,1,140000,60000
1931,88,9,250,179,36,2,0,1,17,11,9,1,1,220000,45000
1932,88,9,250,290,39,0,0,2,1,9,9,1,1,70548,63000
1933,85,9,291,1688,32,1,0,2,1,16,5,1,1,134000,50000
1934,85,9,109,805,25,1,0,2,2,3,5,1,1,153560,32000
1935,85,9,216,285,31,1,0,2,15,9,5,1,1,272000,34000
1936,76,9,94,743,28,1,0,2,2,11,9,1,1,250000,28000
1937,80,23,80,1529,39,2,1,2,3,22,5,0,1,182000,199500
1938,73,9,94,64,29,1,0,2,15,4,9,1,1,278000,32750
1939,73,9,94,169,35,2,0,1,17,4,9,1,1,212000,45000
1940,73,9,363,403,22,1,0,2,15,18,5,1,1,200000,18200
1941,73,9,178,290,44,0,0,2,17,4,9,1,1,20740,86500
1942,69,9,250,770,36,2,0,11,2,5,7,1,1,163000,57500
1943,69,9,94,64,29,1,0,1,17,15,9,1,1,181500,28750
1944,69,9,178,184,43,2,0,1,17,4,9,1,1,35118,98500
1945,69,9,250,189,40,2,0,1,1,4,9,1,1,132000,64000
1946,65,9,178,290,45,0,0,2,17,4,9,1,1,860,115000
1947,65,9,250,189,42,2,0,1,17,4,9,1,1,76500,79800
1948,62,9,69,174,39,2,2,1,17,22,2,1,1,87000,127500
1949,62,9,178,193,43,2,0,1,18,4,9,0,1,26000,106750
1950,62,9,178,784,42,2,2,2,18,18,11,0,1,146141,125500
1951,62,9,250,778,38,2,0,2,18,9,9,0,1,112330,67750
1952,62,9,250,1622,39,2,0,1,18,4,9,0,1,214000,49900
1953,62,9,335,89,26,1,0,1,18,4,9,0,1,208000,29000
1954,62,9,291,1689,37,0,0,2,18,4,5,0,1,117000,59000
1955,62,9,178,184,42,2,0,1,18,4,9,0,1,51000,81900
1956,62,9,178,1622,44,2,2,2,18,4,9,0,1,33700,120900
1957,80,3,64,1473,43,2,1,4,6,22,9,0,1,59854,594500
1958,59,9,178,184,41,2,0,1,18,4,9,0,1,120000,84900
1959,59,9,282,64,29,1,0,1,17,4,5,1,1,248000,27750
1960,59,9,250,179,36,2,0,2,17,4,9,1,1,140000,43000
1961,59,9,250,189,42,2,0,1,1,4,9,1,1,78000,75000
1962,59,9,178,184,41,2,0,1,17,4,9,0,1,148000,69000
1963,53,9,363,403,21,1,0,2,1,18,5,1,1,329000,18000
1964,50,9,250,293,38,1,0,2,17,4,9,0,1,190000,55000
1965,50,9,250,180,38,2,0,1,18,4,9,0,1,200000,52500
1966,50,9,178,771,42,2,2,2,18,4,9,0,1,98000,103500
1967,50,9,178,778,41,2,0,2,18,9,9,0,1,68500,97500
1968,50,9,250,1622,38,2,0,1,18,4,9,0,1,152000,53900
1969,50,9,291,182,30,2,0,1,18,18,5,0,1,299000,35950
1970,50,9,250,1622,37,2,0,1,18,4,9,0,1,370000,38750
1971,50,9,178,1622,43,2,2,2,18,11,9,0,1,68500,111900
1972,50,9,178,184,42,2,0,1,18,4,9,0,1,98000,87900
1973,50,9,178,193,42,2,0,1,18,4,9,0,1,25000,99500
1974,50,9,178,771,43,2,2,2,18,4,9,0,1,53000,136950
1975,50,9,67,1622,40,0,2,2,18,22,0,0,1,60000,126000
1976,72,13,362,707,40,0,1,2,2,4,0,0,1,75000,160000
1977,50,9,178,291,43,1,0,2,18,4,5,0,1,32000,89750
1978,50,9,197,1188,41,2,0,5,18,9,0,0,1,39000,99900
1979,50,9,282,182,30,2,0,1,18,11,5,0,1,216000,32000
1980,50,9,250,783,37,2,0,2,18,4,9,0,1,168000,71500
1981,50,9,94,1622,37,2,0,1,18,11,9,0,1,220000,45750
1982,50,9,66,1462,39,2,2,1,18,4,6,0,1,135000,96250
1983,50,9,178,771,42,2,2,2,18,4,9,0,1,126009,103500
1984,50,9,94,1738,33,2,0,1,18,8,9,0,1,232000,33900
1985,50,9,178,184,41,2,0,1,18,4,9,0,1,81000,83850
1986,50,9,178,184,41,2,0,1,18,4,9,0,1,77000,82850
1987,50,9,178,184,41,2,0,1,18,4,9,0,1,81000,83850
1988,50,9,357,804,23,1,0,2,18,18,5,0,1,178000,23500
1989,50,9,178,184,41,2,0,1,18,4,9,0,1,125000,83500
1990,50,9,291,1667,37,2,2,1,18,22,5,0,1,168000,69500
1991,50,9,178,194,45,2,0,1,18,16,9,0,0,0,144500
1992,50,9,67,1622,40,0,2,2,18,21,0,0,1,68000,135500
1993,50,9,110,768,36,2,2,2,18,4,5,0,1,179000,71950
1994,50,9,178,184,42,2,0,1,18,4,9,0,1,126000,86500
1995,80,16,377,1090,42,2,1,4,5,17,5,0,1,26100,634500
1996,50,9,178,783,42,2,2,2,18,4,9,0,1,58000,121500
1997,50,9,250,285,32,1,0,2,18,11,9,0,1,221000,34750
1998,50,9,178,1622,43,2,2,2,18,4,9,0,1,60000,117500
1999,50,9,250,189,41,2,0,1,18,4,9,0,1,126000,65500
2000,50,9,178,1622,43,2,2,2,18,4,9,0,1,71000,120500
2001,50,9,178,184,42,2,0,1,18,4,9,0,1,85000,90500
2002,50,9,250,1622,38,2,0,1,18,4,9,0,1,219000,48500
2003,50,9,250,1622,37,2,0,1,18,4,9,0,1,232000,51000
2004,50,9,94,1622,35,2,0,1,18,3,9,0,1,210000,42750
2005,50,9,250,189,40,2,0,1,18,4,9,0,1,99000,65500
2006,50,9,363,1512,23,1,0,2,18,9,5,0,1,131000,22000
2007,50,9,178,667,44,0,1,2,18,4,9,0,1,12000,125500
2008,50,9,282,313,25,1,0,2,18,9,5,0,1,274000,26750
2009,50,9,250,1622,38,2,0,1,18,4,9,0,1,197000,47750
2010,50,9,250,189,41,2,0,1,18,4,9,0,1,85000,77900
2011,50,9,250,772,34,2,0,2,18,18,9,0,1,248000,49500
2012,50,9,291,1671,36,1,2,2,18,9,5,0,1,99000,75900
2013,50,9,282,265,24,1,0,2,18,11,5,0,1,260000,24750
2014,50,9,250,1622,38,2,0,1,18,11,9,0,1,201000,48500
2015,57,3,75,1522,37,2,1,8,8,4,9,0,1,128707,597500
2016,50,9,250,178,42,2,0,1,18,4,9,0,1,111380,69500
2017,50,9,178,184,42,2,0,1,18,4,9,0,1,93000,69500
2018,50,9,178,194,44,2,0,1,18,4,9,0,1,3000,117750
2019,50,9,363,1511,25,1,0,2,18,4,5,0,1,206550,17250
2020,50,9,178,184,42,2,0,1,18,4,9,0,1,112000,89500
2021,50,9,250,189,41,2,0,1,18,4,9,0,1,130000,65000
2022,50,9,94,1739,33,2,0,1,18,22,9,0,1,600000,32000
2023,50,9,250,189,40,2,0,1,18,4,9,0,1,170000,57500
2024,50,9,110,767,36,2,0,2,18,22,5,0,1,230000,57750
2025,50,9,178,194,45,2,0,1,18,4,9,0,0,0,131950
2026,50,9,178,185,43,2,0,1,18,8,5,0,1,89000,99950
2027,50,9,282,89,26,1,0,1,18,11,5,0,1,170000,25250
2028,50,9,250,189,40,2,0,1,18,4,9,0,1,138500,60400
2029,50,9,250,1622,37,2,0,1,18,9,9,0,1,270000,43250
2030,50,9,250,193,40,2,0,1,18,4,9,0,1,159000,75000
2031,50,9,250,189,40,2,0,1,18,4,9,0,1,87000,66900
2032,50,9,178,193,42,2,0,1,18,9,9,0,1,109000,99500
2033,50,9,178,184,42,2,0,1,18,4,9,0,1,55000,87500
2034,50,9,178,184,42,2,0,1,18,4,9,0,1,54000,88000
2035,34,23,367,1002,25,2,0,3,2,4,1,0,1,250000,49500
2036,50,9,178,194,44,2,0,1,18,4,9,0,1,13000,119500
2037,50,9,257,805,25,1,0,1,18,18,5,0,1,307000,23500
2038,50,9,178,184,41,2,0,1,18,4,9,0,1,146850,88500
2039,50,9,178,290,44,0,0,2,18,4,9,0,1,35000,90000
2040,50,9,178,783,41,2,2,2,18,4,9,0,1,225000,112000
2041,50,9,250,193,40,2,0,1,18,5,9,0,1,83000,81500
2042,50,9,178,778,42,2,2,2,18,4,9,0,1,130000,122500
2043,50,9,178,779,43,2,2,2,18,4,9,0,1,61000,127000
2044,50,9,282,743,23,1,0,2,18,16,5,0,1,220000,22250
2045,50,9,257,669,26,1,1,2,18,11,11,0,1,205000,28750
2046,50,9,178,771,42,2,2,2,18,4,9,0,1,78000,110000
2047,50,9,94,1738,35,2,0,1,18,9,9,0,1,315000,35000
2048,50,9,250,286,39,1,0,1,18,4,9,0,1,255000,45000
2049,50,9,291,268,38,0,2,2,18,4,5,0,1,66000,76000
2050,50,9,291,1670,35,1,0,2,18,11,5,0,1,119000,60500
2051,50,9,178,291,43,0,0,2,18,13,9,0,1,16000,92750
2052,50,9,250,189,40,2,0,1,18,4,9,0,1,74000,77500
2053,50,9,178,783,41,2,0,2,18,4,9,0,1,112000,91500
2054,50,9,250,189,40,2,0,1,18,4,9,0,1,157000,62000
2055,34,17,147,1436,25,1,1,5,3,4,5,0,1,249038,70750
2056,50,9,178,184,42,2,0,1,18,4,9,0,1,63000,97500
2057,50,9,178,184,41,2,0,1,18,4,9,0,1,99000,82900
2058,50,9,178,290,43,0,0,2,18,4,9,0,1,7000,84950
2059,50,9,178,184,42,2,0,1,18,4,9,0,1,97000,95750
2060,50,9,178,184,42,2,0,1,18,4,9,0,1,81900,87500
2061,50,9,178,291,40,0,0,2,18,8,9,0,1,59000,83500
2062,50,9,250,189,39,2,0,1,18,4,9,0,1,152000,63900
2063,50,9,282,89,27,0,0,1,18,25,5,0,1,116000,28750
2064,50,9,178,184,41,2,0,1,18,4,9,0,1,113000,85000
2065,50,9,178,184,44,2,0,1,18,4,9,0,0,0,118750
2066,50,9,178,771,42,2,2,2,18,4,9,0,1,95000,114950
2067,50,9,363,1511,22,0,0,2,18,16,5,0,1,210000,17000
2068,50,9,94,1741,34,1,0,2,18,9,9,0,1,204000,32000
2069,50,9,250,189,41,2,0,1,18,4,9,0,1,87000,71500
2070,50,9,178,783,41,2,0,2,18,4,9,0,1,170000,92750
2071,50,9,178,290,45,0,0,2,18,4,9,0,0,1,110000
2072,50,9,282,744,24,1,0,2,18,18,11,0,1,250000,23500
2073,50,9,250,1622,38,2,0,1,18,11,9,0,1,251000,45750
2074,50,9,250,1622,38,2,0,1,18,11,9,0,1,251000,45750
2075,26,30,191,531,39,2,1,2,2,9,9,0,1,124000,105500
2076,50,9,178,184,43,2,0,1,18,4,9,0,1,66000,99750
2077,50,9,178,1622,43,2,2,2,18,4,9,0,1,78000,117750
2078,50,9,250,189,40,2,0,1,18,4,9,0,1,128000,62900
2079,50,9,178,184,42,2,0,1,18,4,9,0,1,81000,86500
2080,50,9,178,184,42,2,0,1,18,4,9,0,1,48000,92500
2081,50,9,178,184,41,2,0,1,18,4,9,0,1,104000,89750
2082,50,9,178,194,45,2,0,1,18,4,9,0,0,0,132000
2083,50,9,178,184,41,2,0,1,18,4,9,0,1,100000,79900
2084,50,9,250,1622,37,2,0,1,18,4,9,0,1,315000,37500
2085,50,9,250,181,39,2,0,1,18,9,9,0,1,75000,35000
2086,50,9,354,801,19,1,0,2,18,22,9,0,1,237000,15750
2087,50,9,178,184,42,2,0,1,18,4,9,0,1,97000,96000
2088,50,9,178,184,41,2,0,1,18,4,9,0,1,144000,79750
2089,50,9,66,1462,39,2,2,1,18,16,6,0,1,132000,96500
2090,50,9,178,771,41,2,2,2,18,4,9,0,1,108000,106250
2091,50,9,178,184,42,2,0,1,18,4,9,0,1,53500,91500
2092,50,9,178,1622,43,2,2,2,18,8,9,0,1,70000,121500
2093,50,9,178,1622,42,2,2,1,18,4,9,0,1,52000,116500
2094,50,9,354,805,19,1,0,2,18,16,9,0,1,220000,14900
2095,80,8,170,490,40,2,0,2,1,4,1,0,1,178535,63750
2096,50,9,250,189,40,2,0,1,18,4,9,0,1,95000,69500
2097,50,9,178,193,41,2,0,1,18,4,9,0,1,127500,92500
2098,50,9,178,1622,43,2,2,2,18,4,9,0,1,66000,111750
2099,50,9,178,1622,43,2,2,2,18,4,9,0,1,62000,121750
2100,50,9,178,184,41,2,0,1,18,4,9,0,1,129000,84500
2101,50,9,250,189,40,2,0,1,18,9,9,0,1,146000,65750
2102,50,9,250,189,40,2,0,1,18,4,9,0,1,75000,74750
2103,50,9,94,178,32,2,0,1,18,18,9,0,1,165100,32250
2104,50,9,94,1739,34,2,0,1,18,4,9,0,1,209000,41750
2105,50,9,178,184,42,2,0,1,18,4,9,0,1,107000,86500
2106,50,9,178,193,41,2,0,1,18,4,9,0,1,135000,86500
2107,50,9,178,184,42,2,0,1,18,4,9,0,1,89000,91500
2108,50,9,250,193,40,2,0,1,18,4,9,0,1,111000,75000
2109,50,9,282,178,30,2,0,1,18,9,5,0,1,228000,35000
2110,50,9,291,1685,36,2,0,1,18,11,5,0,1,248000,41500
2111,50,9,109,805,26,1,0,2,18,4,5,0,1,260000,25500
2112,80,23,80,1529,39,2,1,2,3,22,5,0,1,182000,199500
2113,50,9,66,1460,39,2,2,1,18,4,6,0,1,47500,119500
2114,50,9,178,295,43,0,0,2,18,16,9,0,1,12000,96000
2115,50,9,178,292,42,1,0,2,18,4,9,0,1,36000,96500
2116,50,9,291,188,37,2,0,1,18,8,5,0,1,98400,76500
2117,50,9,250,189,41,2,0,1,18,11,9,0,1,134000,66950
2118,50,9,250,1622,40,2,0,1,18,4,9,0,1,145000,62950
2119,50,9,363,1622,21,1,0,2,18,19,5,0,1,280000,16500
2120,50,9,178,184,42,2,0,1,18,4,9,0,1,74000,77500
2121,50,9,250,189,40,2,0,1,18,9,9,0,1,165000,53750
2122,50,9,291,182,30,2,0,1,18,9,5,0,1,174000,32000
2123,50,9,178,779,43,2,2,2,18,9,9,0,1,72000,144500
2124,50,9,250,1622,38,2,0,1,18,9,9,0,1,200000,48500
2125,50,9,178,783,42,2,2,2,18,4,9,0,1,64000,126000
2126,50,9,250,189,40,2,0,1,18,4,9,0,1,76000,69750
2127,50,9,282,265,23,1,0,2,18,16,5,0,1,218000,29000
2128,50,9,250,178,33,2,0,1,18,18,9,0,1,242000,40500
2129,50,9,178,184,41,2,0,1,18,4,9,0,1,120000,79950
2130,50,9,178,193,42,2,0,1,18,4,9,0,1,139500,89500
2131,50,9,250,189,40,2,0,1,18,4,9,0,1,99000,69750
2132,80,8,170,490,40,2,0,2,1,4,1,0,1,178535,63750
2133,50,9,178,184,42,2,0,1,18,4,9,0,1,71000,91500
2134,50,9,291,1689,36,0,2,2,18,16,5,0,1,98000,62500
2135,50,9,178,184,41,2,0,1,18,4,9,0,1,223000,79000
2136,50,9,178,291,40,1,0,2,18,4,9,0,1,95581,79250
2137,50,9,282,64,26,0,0,1,18,3,5,0,1,219000,25500
2138,50,9,291,1686,31,2,0,1,18,18,5,0,1,265000,41000
2139,50,9,178,184,42,2,0,1,18,4,9,0,1,52000,97900
2140,50,9,250,189,40,2,0,1,18,4,9,0,1,148000,62000
2141,50,9,250,193,41,2,0,1,18,4,9,0,1,168000,72500
2142,50,9,178,184,42,2,0,1,18,4,9,0,1,99000,89500
2143,50,9,178,783,41,2,0,2,18,4,9,0,1,47000,104500
2144,50,9,94,1739,36,2,0,1,18,4,9,0,1,152000,52500
2145,50,9,94,64,29,1,0,1,18,18,9,0,1,109100,40500
2146,50,9,250,193,43,2,0,1,18,9,9,0,1,13264,114900
2147,50,9,178,779,43,2,2,2,18,4,9,2,1,51114,139900
2148,50,9,178,666,43,0,1,2,18,4,9,2,1,28977,119900
2149,50,9,66,1461,38,2,2,1,18,16,6,0,1,63500,99500
2150,50,9,291,1687,32,2,2,1,18,22,5,0,1,224000,49500
2151,50,9,178,184,41,2,0,1,18,11,9,0,1,112080,83750
2152,34,23,367,1002,25,2,0,3,2,4,1,0,1,250000,49500
2153,50,9,250,189,40,2,0,1,18,4,9,0,1,120000,77500
2154,48,9,250,189,40,2,0,1,18,4,9,0,1,151000,63000
2155,48,9,178,184,42,2,0,1,18,4,9,0,1,83000,84950
2156,48,9,178,771,42,2,2,2,18,4,9,0,1,78000,107950
2157,48,9,178,665,41,0,1,2,18,4,11,0,1,55000,113450
2158,48,9,250,1622,38,2,0,1,18,4,9,0,1,136000,51500
2159,48,9,250,1622,38,2,0,1,18,4,9,0,1,145000,52500
2160,48,9,66,1459,38,0,2,1,18,4,12,0,1,140000,96500
2161,48,9,178,784,44,2,2,2,18,4,5,0,1,2650,159950
2162,48,9,178,1622,43,2,2,2,18,4,9,0,1,71950,125000
2163,48,9,250,189,41,2,0,1,18,4,9,0,1,89500,74000
2164,48,9,178,291,41,0,0,2,18,4,5,0,1,116000,78500
2165,48,9,178,291,44,0,0,2,18,4,9,0,1,22000,87750
2166,48,9,178,774,43,2,2,1,18,4,9,0,1,66000,108850
2167,48,9,178,184,42,2,0,1,18,4,9,0,1,70000,87850
2168,48,9,178,184,42,2,0,1,18,4,9,0,1,58000,88850
2169,48,9,178,783,43,2,2,2,18,4,9,0,1,25000,140000
2170,48,9,250,1622,37,2,0,1,18,11,9,0,1,315000,33500
2171,80,8,170,490,40,2,0,2,1,4,1,0,1,178535,63750
2172,48,9,94,1740,36,2,0,1,18,4,9,0,1,186000,34500
2173,48,9,282,182,30,2,0,1,18,27,5,0,1,287000,32750
2174,48,9,250,1622,37,2,0,1,18,4,9,0,1,124000,39000
2175,48,9,250,289,33,0,0,2,18,8,9,0,1,139000,48500
2176,48,9,178,664,42,0,1,2,18,5,9,0,1,27000,115000
2177,48,9,66,1462,39,2,2,1,18,22,6,0,1,118000,93900
2178,48,9,67,1622,40,0,2,2,18,22,0,0,1,60000,126000
2179,48,9,282,744,26,1,0,2,18,17,11,0,1,320000,25750
2180,48,9,178,184,42,2,0,1,18,4,9,0,1,86000,84500
2181,48,9,250,189,41,2,0,1,18,4,9,0,1,105000,68500
2182,48,9,250,1622,36,2,0,1,18,11,9,0,1,214000,47500
2183,48,9,178,184,43,2,0,1,18,4,9,0,1,46000,93499
2184,48,9,178,184,42,2,0,1,18,4,9,0,1,68000,88950
2185,48,9,250,189,42,2,0,1,18,4,9,0,1,57000,76500
2186,48,9,178,667,42,0,1,2,18,4,9,0,1,105000,105900
2187,48,9,178,193,41,2,0,1,18,4,9,0,1,186000,82900
2188,48,9,178,1622,43,2,2,2,18,4,9,0,1,45000,110900
2189,48,9,178,1622,44,2,2,2,18,4,9,0,1,19000,135500
2190,48,9,250,189,40,2,0,1,18,4,9,0,1,58000,65500
2191,34,23,367,1002,25,2,0,3,2,4,1,0,1,250000,49500
2192,48,9,250,189,40,2,0,1,18,4,9,0,1,133000,66500
2193,48,9,250,189,40,2,0,1,18,4,9,0,1,133000,66450
2194,48,9,178,778,41,2,0,2,18,16,9,0,1,12000,124500
2195,48,9,178,771,42,2,2,2,18,4,9,0,1,98000,95500
2196,48,9,178,184,42,2,0,1,18,4,9,0,1,83000,84500
2197,48,9,178,184,43,2,0,1,18,4,9,0,1,40000,95500
2198,48,9,178,1622,43,2,2,2,18,4,9,0,1,61000,115500
2199,48,9,178,184,42,2,0,1,18,4,9,0,1,80000,87500
2200,48,9,178,1622,43,2,2,2,18,4,9,0,1,59000,115500
2201,48,9,178,184,42,2,0,1,18,4,9,0,1,43000,91500
2202,48,9,178,184,42,2,0,1,18,4,9,0,1,65000,86500
2203,48,9,178,184,43,2,0,1,18,4,9,0,1,34000,95500
2204,48,9,250,189,40,2,0,1,18,4,9,0,1,180000,64500
2205,48,9,178,184,43,2,0,1,18,4,9,0,1,35300,93500
2206,48,9,178,184,43,2,0,1,18,4,9,0,1,29000,95500
2207,48,9,110,768,37,2,1,1,18,5,5,0,1,191000,79500
2208,48,9,94,64,28,1,0,1,18,3,9,0,1,230229,33750
2209,48,9,178,778,42,2,2,2,18,4,9,0,1,77000,122500
2210,48,9,250,189,42,2,0,1,18,4,9,0,1,75000,71350
2211,34,17,147,1436,25,1,1,5,3,4,5,0,1,249038,70750
2212,48,9,178,184,43,2,0,1,18,4,9,0,1,62700,88800
2213,48,9,250,189,42,2,0,1,18,4,9,0,1,75500,72400
2214,48,9,178,667,44,0,1,2,18,4,9,0,1,26800,119550
2215,48,9,195,1622,38,2,1,4,18,22,0,0,1,149000,165000
2216,48,9,250,189,41,2,0,1,18,4,9,0,1,77000,74900
2217,48,9,282,265,26,1,0,2,18,11,5,0,1,310000,22750
2218,48,9,178,1622,43,2,2,2,18,4,9,0,1,50000,116950
2219,48,9,178,1622,43,2,2,2,18,9,9,0,1,75000,111950
2220,48,9,250,188,40,2,0,1,18,9,9,0,1,325000,59950
2221,48,9,178,184,43,2,0,1,18,4,9,0,1,89000,91950
2222,48,9,250,186,35,2,2,1,18,9,9,0,1,225000,52950
2223,48,9,178,778,41,2,0,2,18,5,9,0,1,140000,96750
2224,48,9,250,184,39,2,0,1,18,4,9,0,1,148000,63750
2225,48,9,169,1622,42,2,2,2,18,9,0,0,1,47277,124500
2226,48,9,291,188,37,2,0,1,18,4,5,0,1,78000,73900
2227,34,23,367,1002,25,2,0,3,2,4,1,0,1,250000,49500
2228,48,9,178,296,44,1,0,2,18,9,9,0,1,4000,108900
2229,48,9,178,184,42,2,0,1,18,4,9,0,1,166276,80850
2230,48,9,178,184,41,2,0,1,18,4,9,0,1,87172,81750
2231,48,9,291,1667,36,2,0,1,18,4,5,0,1,135000,57900
2232,48,9,250,1622,36,2,0,1,18,9,9,0,1,217860,49900
2233,48,9,250,1622,39,2,0,1,18,4,9,0,1,167000,55750
2234,48,9,291,1667,35,2,0,1,18,9,5,0,1,273000,48900
2235,48,9,178,184,43,2,0,1,18,4,9,0,1,78500,96999
2236,48,9,250,189,41,2,0,1,18,4,9,0,1,123000,64999
2237,48,9,291,62,30,0,2,1,18,4,5,0,1,87000,47999
2238,48,9,178,290,44,0,0,2,18,16,9,0,1,18000,87500
2239,48,9,250,189,42,2,0,1,18,4,9,0,1,42000,79500
2240,48,9,178,185,43,2,0,1,18,4,9,0,1,69000,106500
2241,48,9,178,193,42,2,0,1,18,4,9,0,1,94000,96000
2242,48,9,178,771,42,2,2,2,18,4,9,0,1,64000,110850
2243,48,9,178,184,42,2,0,1,18,4,9,0,1,25000,86850
2244,48,9,178,184,42,2,0,1,18,4,9,0,1,43000,91850
