,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
3853,68,13,88,422,28,2,0,2,17,25,9,1,2,217850,25750
3854,64,13,223,703,39,1,1,2,3,4,0,1,0,58000,150000
3855,64,13,90,430,36,2,0,2,2,9,9,1,1,153000,57000
3856,61,13,88,422,29,2,0,3,17,9,9,1,1,220000,34500
3857,58,13,88,166,23,1,0,1,15,4,9,0,1,265000,20000
3858,58,13,89,623,40,2,0,3,3,9,9,1,1,60000,117500
3859,55,13,169,1622,37,1,0,1,18,11,5,0,1,24000,59950
3860,55,13,90,428,36,2,0,14,18,4,9,0,1,215000,49000
3861,34,17,147,1436,25,1,1,5,3,4,5,0,1,249038,70750
3862,52,13,90,436,35,2,0,2,2,11,9,1,1,207000,48750
3863,52,13,362,827,43,0,1,2,5,4,3,1,1,7000,232000
3864,67,13,329,1076,30,2,1,4,1,9,2,1,1,234531,50000
3865,80,16,377,1090,42,2,1,4,5,17,5,0,1,26100,634500
3866,34,14,169,1622,40,2,2,6,18,22,0,0,1,55000,472500
3867,28,14,199,1678,30,0,2,7,10,16,10,1,1,110000,209900
3868,50,14,185,1673,36,2,2,6,18,22,0,0,1,265000,239000
3869,50,14,185,1673,36,2,2,6,18,4,0,0,1,162856,238000
3870,50,14,185,1675,29,0,2,1,18,22,0,0,1,115000,140000
3871,48,14,169,1622,40,2,2,6,18,22,0,0,1,55000,472500
3872,48,14,297,1709,24,1,1,1,18,4,0,0,1,314000,54500
3873,48,14,185,1674,31,1,1,7,18,4,0,0,1,148000,122500
3874,48,14,185,1673,36,2,2,6,18,22,0,0,1,166396,256500
3875,48,14,185,1674,30,1,1,7,18,22,0,0,1,112220,78500
3876,8,13,220,106,36,0,0,1,1,4,5,0,1,220000,49500
3877,50,15,164,1206,35,2,1,6,18,11,0,0,1,210000,68900
3878,50,15,164,1206,41,2,1,5,18,4,0,0,1,95000,134750
3879,50,15,164,1270,31,2,1,6,18,11,0,0,1,211000,65000
3880,48,15,164,1622,38,2,0,5,18,4,0,0,1,157600,64550
3881,48,15,164,1193,41,2,1,5,18,4,0,0,1,56000,148750
3882,48,15,164,1193,41,2,1,5,18,3,0,0,1,75000,148750
3883,48,15,164,1191,42,2,0,5,18,4,0,0,1,103000,139750
3884,48,15,164,1192,42,2,0,5,18,9,0,0,1,76000,137750
3885,48,15,164,983,42,2,1,4,18,3,0,0,1,63000,169900
3886,24,2,295,1283,31,2,1,6,9,9,0,0,1,274654,162750
3887,32,16,377,1090,40,2,2,4,5,22,9,0,1,103000,349900
3888,80,16,377,1090,42,2,1,4,5,17,5,0,1,26100,634500
3889,34,16,378,1622,40,0,1,4,18,9,9,0,1,90560,546000
3890,34,16,377,1117,40,0,1,4,18,5,9,0,1,27127,369500
3891,19,16,322,1399,28,0,1,9,4,13,9,0,1,174000,105000
3892,50,16,378,1271,35,2,1,6,18,5,9,0,1,126300,425000
3893,50,16,377,1124,40,0,1,4,18,8,9,0,1,40000,355000
3894,50,16,169,1622,41,2,1,4,18,4,9,0,1,72000,325000
3895,48,16,169,1622,40,2,1,4,18,4,9,0,1,87000,273750
3896,48,16,169,1622,31,2,0,4,18,8,9,0,1,94000,54500
3897,48,16,378,1176,39,0,1,1,18,22,9,0,1,112900,449500
3898,72,13,362,707,40,0,1,2,2,4,0,0,1,75000,160000
3899,47,17,214,1267,39,2,1,6,5,22,3,0,1,253000,420000
3900,44,17,152,1116,38,0,1,1,18,25,0,0,1,88000,125000
3901,38,17,125,1616,3,1,0,9,3,17,0,1,3,85752,75750
3902,35,17,147,1683,36,2,1,6,6,9,0,0,1,196000,190000
3903,29,17,316,776,40,2,0,3,4,4,0,0,1,36000,170000
3904,34,17,214,1437,19,1,1,11,18,22,0,0,1,294000,42500
3905,34,17,147,1436,25,1,1,5,3,4,5,0,1,249038,70750
3906,25,17,125,1616,0,2,0,5,1,21,0,1,3,59000,42250
3907,25,17,125,1622,0,2,0,5,1,21,0,1,3,59000,42250
3908,22,17,214,1268,38,2,1,1,18,4,0,0,1,153000,359750
3909,1,17,214,1269,39,2,1,6,18,22,0,0,1,140000,430000
3910,73,17,316,777,43,2,1,2,2,11,0,1,1,9700,205000
3911,62,17,316,781,43,2,1,2,18,9,0,0,1,18000,192750
3912,56,17,316,777,44,2,1,2,2,18,2,1,0,3500,225000
3913,56,17,152,1075,33,2,0,4,2,9,0,0,1,194000,84990
3914,50,17,214,1268,35,2,1,6,18,22,0,0,1,189000,185000
3915,50,17,316,777,44,2,1,2,18,8,0,0,0,0,212000
3916,50,17,214,1208,30,2,1,6,18,9,0,0,1,238000,114500
3917,80,2,81,1545,42,2,1,2,4,17,9,0,1,52500,208500
3918,50,17,214,1267,36,2,1,6,18,9,0,0,1,134000,269750
3919,50,17,214,1267,33,2,1,6,18,22,0,0,1,295000,133000
3920,50,17,316,777,44,2,1,2,18,9,0,0,1,11000,207250
3921,50,17,316,323,39,1,0,2,18,9,0,0,1,89000,133750
3922,50,17,214,1437,22,0,1,11,18,25,0,0,1,144000,112000
3923,50,17,316,776,42,2,1,2,18,9,0,0,1,40000,189750
3924,50,17,147,1622,39,2,1,4,18,4,0,0,1,121000,226500
3925,50,17,214,1268,35,2,1,6,18,22,0,0,1,299000,159500
3926,50,17,214,1268,37,2,1,6,18,22,0,0,1,189000,288000
3927,50,17,214,1437,22,1,1,11,18,11,0,0,1,192850,68900
3928,48,17,316,777,42,2,1,2,18,9,0,0,1,13000,194500
3929,48,17,316,777,43,2,1,2,18,4,0,0,1,31500,197000
3930,48,17,316,776,42,2,1,2,18,16,0,0,1,31000,181500
3931,48,17,316,776,45,2,1,2,18,18,0,0,0,0,229750
3932,48,17,368,1396,29,0,1,1,18,25,0,0,1,148500,360000
3933,48,17,368,1396,29,0,1,1,18,22,0,0,1,138790,245000
3934,48,17,316,776,44,2,1,2,18,13,0,0,1,10721,215500
3935,21,17,368,1214,39,2,1,6,3,22,0,0,1,54000,457500
3936,3,17,368,1433,34,2,1,6,5,4,3,1,1,180000,260000
3937,23,30,191,531,39,2,1,3,3,9,9,0,1,130000,104000
3938,55,17,126,1617,5,1,0,1,18,9,3,0,1,0,69950
3939,34,17,147,1436,25,1,1,5,3,4,5,0,1,249038,70750
3940,44,18,342,1078,32,2,1,4,3,22,3,0,1,261000,86400
3941,41,18,318,267,33,1,1,2,17,8,9,1,1,149000,63500
3942,41,18,339,1196,31,2,1,5,3,22,0,1,1,186000,90000
3943,38,18,317,1083,26,2,0,5,17,9,0,0,1,100000,90000
3944,38,18,342,1115,21,1,0,4,3,23,0,1,1,294000,40500
3945,35,18,144,769,37,2,0,2,17,4,5,0,1,218000,59750
3946,35,18,339,1195,32,2,1,5,18,11,0,0,1,268000,78500
3947,35,18,318,1622,29,1,0,1,17,21,9,0,1,253000,32000
3948,29,18,145,420,31,2,0,1,17,4,9,1,1,300,32750
3949,26,18,339,1195,33,2,1,5,3,22,0,0,1,293000,83900
3950,26,18,144,618,38,2,1,2,3,9,5,0,1,170000,113000
3951,20,18,144,198,44,0,0,2,17,18,5,1,1,7000,140000
3952,14,18,342,1094,32,2,1,4,18,22,0,1,1,218386,80000
3953,11,18,342,705,40,1,0,3,3,2,3,0,1,40000,150000
3954,5,18,318,248,37,1,1,2,18,4,5,0,1,133000,94500
3955,5,18,318,121,38,1,0,1,1,9,4,2,0,124570,79000
3956,5,18,342,701,42,0,1,2,3,3,9,0,0,24689,188900
3957,5,18,342,1622,44,2,1,2,18,4,0,0,1,288,237000
3958,2,18,333,714,22,1,0,14,17,4,9,0,1,245000,22000
3959,80,8,170,490,40,2,0,2,1,4,1,0,1,178535,63750
3960,86,18,339,1196,31,2,1,5,4,11,0,0,1,202000,67950
3961,86,18,145,631,42,2,2,2,3,22,9,0,1,70000,162950
3962,86,18,342,1139,24,2,0,4,15,4,0,1,1,220000,46500
3963,80,18,318,236,42,0,1,2,17,11,5,0,1,109532,117500
3964,77,18,342,620,44,2,1,2,3,4,0,1,1,8300,228000
3965,74,18,318,243,37,1,0,2,2,4,9,1,1,119500,58000
3966,66,18,145,541,42,1,1,2,3,4,9,1,1,36500,135000
3967,63,18,318,239,38,1,1,2,2,4,9,0,1,82000,98750
3968,57,18,342,619,44,2,1,2,3,4,3,1,1,10300,235000
3969,49,18,318,228,40,2,0,2,18,4,5,0,1,176000,87750
3970,46,18,145,763,41,1,0,2,3,4,9,1,1,311000,89000
3971,46,18,342,701,41,0,1,2,3,4,0,0,1,49000,171900
3972,46,18,342,701,41,1,1,2,18,4,0,0,1,50000,181000
3973,46,18,342,701,41,1,1,2,18,17,0,0,1,28000,182000
3974,46,18,342,701,41,1,2,2,18,4,0,0,1,37000,182000
3975,43,18,318,229,38,2,0,2,18,11,5,0,1,189000,69000
3976,37,18,145,631,41,2,1,2,3,16,9,1,1,171800,120000
3977,34,18,145,632,42,2,1,2,18,22,9,0,1,51000,136500
3978,34,18,342,701,41,0,1,2,18,22,0,0,1,75411,161500
3979,72,13,362,707,40,0,1,2,2,4,0,0,1,75000,160000
3980,34,18,318,425,31,2,0,2,2,8,5,1,1,171000,43500
3981,31,18,342,712,40,0,0,2,3,22,2,1,1,11800,151500
3982,25,18,342,541,38,0,0,2,3,22,3,1,1,42000,141000
3983,10,18,318,232,39,2,0,2,1,4,5,1,1,86500,86500
3984,4,18,318,119,42,0,0,1,17,4,5,1,1,18000,96500
3985,1,18,318,425,31,2,0,2,18,8,5,0,1,298000,38950
3986,1,18,145,631,41,2,1,2,18,4,9,0,1,95000,133850
3987,1,18,145,631,41,2,1,2,18,4,9,0,1,92000,135850
3988,1,18,169,1622,40,2,1,2,18,22,11,0,1,115000,122500
3989,1,18,342,705,39,0,1,2,18,4,0,0,1,154500,147999
3990,88,18,144,630,37,2,0,2,3,16,5,1,1,176000,96000
3991,62,18,342,830,41,0,2,2,18,22,0,0,1,89900,188500
3992,62,18,342,541,36,0,0,2,3,22,0,1,1,64000,124500
3993,56,18,318,229,37,2,0,2,17,4,5,0,1,200000,72500
3994,53,18,318,226,40,2,0,2,1,4,5,1,1,98000,82500
3995,53,18,342,1172,33,0,0,4,4,11,0,1,1,49000,115000
3996,50,18,366,230,36,2,0,2,18,22,6,0,1,89000,65750
3997,50,18,339,1195,31,2,1,5,18,22,0,0,1,253000,57000
3998,50,18,145,631,42,2,1,2,18,4,9,0,1,107000,134500
3999,34,17,147,1436,25,1,1,5,3,4,5,0,1,249038,70750
4000,50,18,169,1622,38,2,1,2,18,22,5,0,1,317000,95500
4001,50,18,145,631,41,2,1,2,18,9,9,0,1,125000,132000
4002,50,18,169,1622,36,2,1,2,18,4,5,0,1,208500,75750
4003,50,18,342,1078,31,2,1,4,18,22,0,0,1,322400,64950
4004,50,18,342,701,38,1,2,2,18,4,0,0,1,122000,127500
4005,50,18,342,701,39,0,0,2,18,13,0,0,1,27400,146500
4006,50,18,169,1622,37,2,1,2,18,4,5,0,1,89000,113750
4007,50,18,169,1622,38,2,1,2,18,4,11,0,1,119000,116750
4008,50,18,169,1622,42,2,2,2,18,8,5,0,1,65000,162250
4009,50,18,318,227,42,2,0,2,18,16,5,0,1,101000,96500
4010,50,18,342,829,41,0,2,2,18,22,0,0,1,79000,194900
4011,50,18,169,1622,38,2,1,2,18,8,5,0,1,148000,113000
4012,50,18,169,1622,40,2,1,2,18,4,5,0,1,101000,109750
4013,50,18,342,702,43,1,1,2,18,4,0,0,1,30000,166950
4014,50,18,342,705,42,0,1,2,18,8,0,0,1,56748,167900
4015,50,18,169,1622,36,2,1,2,18,8,5,0,1,165000,74950
4016,50,18,342,1622,36,2,1,1,18,4,0,0,1,187000,124750
4017,50,18,342,1077,36,2,1,4,18,9,0,0,1,190000,132000
4018,50,18,169,1622,44,2,1,2,18,22,5,0,1,10000,193750
4019,26,30,191,531,39,2,1,2,2,9,9,0,1,124000,105500
4020,50,18,318,228,41,2,0,2,18,18,5,0,1,125000,98500
4021,50,18,339,1196,30,2,1,5,18,11,0,0,1,310000,52000
4022,50,18,145,1622,31,2,0,1,18,4,9,0,1,320,41000
4023,50,18,342,701,40,0,2,2,18,4,0,0,1,44000,142500
4024,50,18,342,700,39,0,2,2,18,4,0,0,1,55000,138500
4025,50,18,318,228,42,2,0,2,18,4,5,0,1,104000,105900
4026,50,18,342,1622,38,0,0,2,18,3,0,0,1,230000,118500
4027,50,18,342,1080,40,2,2,4,18,4,0,0,1,150000,163000
4028,50,18,286,122,41,1,1,1,18,16,5,0,1,58000,85750
4029,50,18,342,1622,44,2,1,2,18,8,0,0,1,14500,223750
4030,50,18,342,697,37,1,0,2,18,22,0,0,1,185000,117000
4031,50,18,169,1622,40,2,2,2,18,5,5,0,1,85000,129750
4032,50,18,342,830,41,0,2,2,18,4,0,0,1,40000,199999
4033,50,18,169,1622,40,2,0,2,18,4,5,0,1,135000,110000
4034,50,18,256,1115,27,0,1,1,18,5,9,0,1,70000,57500
4035,50,18,342,705,39,0,1,2,18,9,0,0,1,59000,152900
4036,50,18,145,632,42,2,1,2,18,4,9,0,1,119000,129900
4037,21,17,368,1214,39,2,1,6,3,22,0,0,1,54000,457500
4038,50,18,145,631,41,2,1,2,18,4,9,0,1,99000,129750
4039,50,18,145,630,42,2,1,2,18,11,9,0,1,88000,126250
4040,50,18,145,631,41,2,1,2,18,4,9,0,1,100000,129000
4041,50,18,342,1078,34,2,2,4,18,22,0,0,1,180000,82500
4042,50,18,318,237,41,0,0,2,18,4,9,0,1,57000,91000
4043,50,18,342,1077,35,2,1,4,18,22,0,0,1,126000,112000
4044,50,18,169,1622,34,2,0,2,18,9,4,0,1,176000,51500
4045,50,18,169,1622,42,2,2,2,18,8,5,0,1,53000,145900
4046,50,18,342,705,39,0,1,2,18,4,0,0,1,92000,139750
4047,50,18,342,1622,43,2,1,2,18,18,0,0,1,31000,203500
4048,50,18,342,1622,43,0,1,2,18,8,0,0,1,11000,192500
4049,50,18,342,701,39,0,2,2,18,4,0,0,1,88000,147500
4050,50,18,342,705,42,0,1,2,18,22,0,0,1,69000,173750
4051,34,17,147,1436,25,1,1,5,3,4,5,0,1,249038,70750
4052,50,18,342,1622,44,2,1,2,18,13,0,0,1,18000,218750
4053,50,18,169,1622,40,2,2,2,18,9,11,0,1,54000,134750
4054,50,18,342,705,42,0,1,2,18,9,0,0,1,54000,176750
4055,50,18,340,1622,42,2,2,2,18,16,0,0,1,60000,148750
4056,50,18,342,701,41,0,1,2,18,22,0,0,1,82000,163750
4057,50,18,169,1622,42,2,2,2,18,22,5,0,1,59500,135800
4058,50,18,318,151,28,1,0,2,18,8,9,0,1,232000,36500
4059,50,18,278,1319,31,1,2,7,18,11,9,0,1,228000,63950
4060,50,18,339,1196,31,2,1,5,18,22,0,0,1,201000,86950
4061,50,18,339,1196,31,2,1,5,18,22,0,0,1,195000,63500
4062,50,18,339,1622,32,2,2,5,18,22,0,0,1,172000,99999
4063,50,18,169,1622,39,2,1,2,18,4,5,0,1,128000,105900
4064,50,18,169,1622,38,2,1,2,18,4,5,0,1,98000,109900
4065,50,18,342,1622,43,0,1,2,18,8,0,0,1,34000,159650
4066,48,18,169,1622,40,2,2,2,18,4,5,0,1,128000,123900
4067,48,18,169,1622,37,2,1,2,18,9,5,0,1,130000,122000
4068,48,18,169,1622,38,2,1,2,18,16,11,0,1,154500,112500
4069,48,18,169,1622,39,2,1,2,18,9,11,0,1,120000,123700
4070,26,30,191,531,39,2,1,2,2,9,9,0,1,124000,105500
4071,48,18,169,1622,40,2,2,2,18,4,11,0,1,74000,135900
4072,48,18,145,630,42,2,1,2,18,4,9,0,1,98000,134900
4073,48,18,342,701,39,1,0,2,18,4,0,0,1,101000,138750
4074,48,18,340,1622,40,2,2,2,18,22,0,0,1,96300,150000
4075,48,18,342,1080,39,2,2,4,18,9,0,0,1,90000,169500
4076,48,18,339,1196,30,2,1,5,18,9,0,0,1,200000,72000
4077,48,18,145,631,41,2,1,2,18,4,9,0,1,105000,122500
4078,48,18,318,120,44,0,0,1,18,4,5,0,1,5800,115000
4079,48,18,145,630,42,2,1,2,18,4,9,0,1,62000,129850
4080,48,18,342,701,38,1,0,2,18,4,0,0,1,117000,129900
4081,48,18,169,1622,37,2,0,2,18,4,5,0,1,107000,89500
4082,48,18,169,1622,37,2,1,2,18,11,5,0,1,38000,126000
4083,48,18,169,1622,41,2,2,2,18,16,5,0,1,63000,137500
4084,48,18,145,630,42,2,1,2,18,22,9,0,1,59000,129500
4085,48,18,169,1622,38,2,1,2,18,8,11,0,1,111000,116500
4086,48,18,286,32,30,1,0,1,18,11,5,0,1,175000,37000
4087,48,18,318,431,34,2,0,2,18,4,5,0,1,195000,44000
4088,48,18,342,831,42,0,1,2,18,4,0,0,1,76500,198000
4089,48,18,286,33,33,2,0,14,18,22,5,1,1,218000,29750
4090,80,2,81,1545,42,2,1,2,4,17,9,0,1,52500,208500
4091,48,18,169,1622,40,2,1,2,18,22,11,0,1,115000,122500
4092,48,18,145,630,42,2,1,2,18,22,9,0,1,51000,136500
4093,48,18,340,1622,40,2,2,2,18,16,0,0,1,93000,131950
4094,48,18,339,1196,28,2,1,5,18,11,0,0,1,390000,51750
4095,48,18,169,1622,36,2,1,2,18,11,11,0,1,134250,94750
4096,45,18,342,701,39,1,0,3,3,4,3,1,1,40000,161000
4097,36,18,342,701,40,1,2,2,18,4,0,0,1,115000,148000
4098,24,18,339,1196,32,2,1,5,4,22,3,1,1,295000,76000
4099,21,18,145,629,32,2,0,3,17,22,9,0,1,370,37500
4100,32,28,25,86,45,0,1,1,3,9,0,0,0,10,269500
4101,12,18,344,317,44,1,1,2,17,4,5,1,1,14000,153750
4102,6,18,318,239,38,1,0,2,2,4,9,1,1,52000,85000
4103,6,18,144,618,41,2,2,2,3,4,5,1,1,62000,149000
4104,3,18,145,636,32,2,0,2,2,22,9,0,1,285000,39500
4105,0,18,339,1195,31,2,1,5,2,22,0,1,1,243000,85000
4106,0,18,342,701,37,0,0,4,5,4,7,1,1,130000,115000
4107,81,18,342,705,42,0,1,2,17,4,0,1,1,18000,187500
4108,81,18,145,541,41,1,1,2,3,4,9,1,1,67000,114000
4109,81,18,333,714,23,1,0,2,17,18,9,1,1,300000,16500
4110,81,18,144,630,37,2,0,3,2,5,5,1,1,179500,85000
4111,78,18,342,701,42,0,1,2,3,16,0,1,1,21000,170000
4112,75,18,342,705,42,0,1,3,3,16,0,1,1,35000,178000
4113,68,18,288,156,25,0,0,2,15,11,5,1,1,121000,26000
4114,58,18,342,620,44,2,1,2,3,4,0,1,1,15000,240000
4115,21,17,368,1214,39,2,1,6,3,22,0,0,1,54000,457500
4116,44,19,273,965,33,1,0,3,15,4,0,1,1,115000,48000
4117,35,19,365,544,30,1,0,2,17,11,11,1,1,186000,25500
4118,26,19,327,406,18,1,0,2,1,18,9,0,1,231,11500
4119,5,19,327,1032,26,0,0,2,17,25,5,1,1,148000,14500
4120,89,19,327,406,16,1,0,2,15,16,5,1,1,111111,13500
4121,74,19,365,536,26,1,0,2,1,25,9,1,1,220000,11750
4122,70,19,327,1031,25,1,0,2,17,25,5,1,1,209000,13900
4123,50,19,327,406,15,1,0,2,18,4,5,0,1,115000,12000
4124,50,19,327,406,18,1,0,2,18,16,5,0,1,58000,12000
4125,50,19,273,1622,43,0,0,3,18,4,0,0,1,600,119900
4126,48,19,365,406,26,1,0,2,18,13,9,0,1,300000,10000
4127,33,19,327,1031,16,1,0,2,17,16,5,0,2,110000,5500
4128,30,19,365,406,25,1,0,2,14,4,9,0,1,111111,12750
4129,18,19,365,544,26,1,0,2,17,13,9,0,1,250000,10000
4130,72,19,327,406,19,1,0,2,17,5,5,1,1,200000,13500
4131,61,19,365,545,31,1,0,2,17,11,9,1,1,213000,20000
4132,57,3,75,1522,37,2,1,8,8,4,9,0,1,128707,597500
4133,41,20,312,1213,36,2,1,6,7,13,3,1,1,168000,328000
4134,23,20,310,1279,28,2,1,6,5,25,0,0,1,176000,175000
4135,83,20,312,1213,32,2,1,6,5,4,0,0,1,210000,200000
4136,63,20,312,1276,38,2,1,6,9,22,0,0,1,180000,640000
4137,60,20,168,1142,41,2,1,4,5,4,0,0,1,200550,444500
4138,49,20,312,1275,37,2,1,6,18,22,0,0,1,182000,370000
4139,49,20,312,1275,38,2,2,6,18,8,0,0,1,92000,688000
4140,49,20,310,1120,45,4,1,4,18,22,0,0,0,0,1995000
4141,49,20,310,1120,45,4,1,4,18,22,0,0,0,0,1995000
4142,49,20,313,1145,45,2,1,4,18,22,0,0,1,650,937500
4143,37,20,312,1288,36,2,1,6,7,9,0,0,1,249000,279000
4144,34,20,169,1622,41,2,1,4,18,4,0,0,1,73000,449000
4145,34,20,169,1622,43,2,1,4,18,9,0,0,1,17252,559900
4146,34,20,169,1622,45,2,1,6,18,22,0,0,0,0,2175000
4147,34,20,169,1622,45,2,1,6,18,22,0,0,0,0,2425000
4148,34,20,313,1143,45,2,1,4,18,13,0,0,0,0,950000
4149,34,20,169,1622,45,2,1,4,18,22,0,0,0,0,679000
4150,34,20,310,1285,41,2,2,6,18,22,0,0,1,68000,1220000
4151,34,20,169,1622,45,2,1,6,18,22,0,0,0,0,2175000
4152,34,23,367,1002,25,2,0,3,2,4,1,0,1,250000,49500
4153,34,20,310,1289,38,2,2,6,18,3,0,0,1,186500,640000
4154,34,20,312,1127,42,2,1,4,18,4,0,0,1,63701,859000
4155,34,20,194,1142,31,2,2,4,18,22,0,0,1,91000,109500
4156,34,20,310,1289,41,2,2,6,18,4,0,0,1,61000,1325000
4157,34,20,169,1622,42,2,1,4,18,4,0,0,1,55000,445000
4158,34,20,169,1622,45,2,1,6,18,22,0,0,0,0,2195000
4159,34,20,169,1622,45,2,1,6,18,22,0,0,0,0,2195000
4160,34,20,312,1277,45,2,1,6,10,4,0,0,0,0,1795000
4161,34,20,312,1277,45,2,1,6,10,22,0,0,0,0,1795000
4162,34,20,310,1289,39,2,2,6,18,22,0,0,1,47500,1150000
4163,19,20,310,1406,30,1,1,9,9,17,0,1,1,217000,132000
4164,10,20,310,1404,37,2,1,8,10,4,0,0,1,212000,392000
4165,7,20,194,967,25,1,0,3,5,17,5,1,1,260000,43500
4166,1,20,313,1146,45,2,1,4,18,22,0,0,1,600,977000
4167,1,20,168,1622,40,0,2,4,18,24,0,0,1,41000,399500
4168,1,20,312,1285,35,2,1,6,18,22,0,0,1,226000,275000
4169,1,20,310,1285,40,2,2,6,18,3,0,0,1,77642,1190000
4170,1,20,310,1622,30,2,1,6,18,22,0,0,1,355000,186500
4171,80,23,80,1529,39,2,1,2,3,22,5,0,1,182000,199500
4172,82,20,194,1142,31,2,2,4,18,22,0,0,1,176000,115000
4173,79,20,311,1137,37,0,1,4,7,4,0,1,1,74600,319000
4174,69,20,167,1212,33,2,1,6,18,22,0,0,1,200000,162500
4175,65,20,312,1111,33,2,1,6,5,8,0,0,1,275000,185000
4176,62,20,310,1321,32,2,1,8,18,22,0,0,1,279000,185000
4177,62,20,169,1622,45,2,1,6,18,22,0,0,0,0,2390000
4178,62,20,194,1757,38,0,2,4,18,4,0,0,1,91746,239500
4179,62,20,194,1142,29,2,2,4,18,8,0,0,1,184000,102500
4180,59,20,167,1322,20,2,1,5,3,22,0,0,1,295000,58900
4181,59,20,312,1285,37,2,1,6,7,4,0,0,1,130000,439500
4182,50,20,310,1281,28,2,2,6,18,22,0,0,1,280000,117750
4183,50,20,310,1289,41,2,2,6,18,9,0,0,1,50000,955000
4184,50,20,312,1276,37,2,1,6,18,22,0,0,1,155000,324900
4185,50,20,194,1693,36,2,1,5,18,4,0,0,1,288000,155000
4186,50,20,312,1213,33,2,1,6,18,22,0,0,1,305000,189000
4187,50,20,312,1213,33,2,1,6,18,8,0,0,1,207000,186500
4188,50,20,169,1622,41,2,1,4,18,5,0,0,1,65000,485000
4189,50,20,312,1213,32,2,1,6,18,22,0,0,1,300000,190000
4190,80,2,81,1545,42,2,1,2,4,17,9,0,1,52500,208500
4191,50,20,312,1213,34,2,1,6,18,8,0,0,1,178000,207500
4192,50,20,310,1289,41,2,2,6,18,4,0,0,1,63000,1230000
4193,50,20,169,1622,41,2,1,1,18,6,3,0,1,58800,345000
4194,50,20,312,1278,37,2,1,6,18,22,0,0,1,220000,345000
4195,50,20,312,1213,32,2,1,6,18,8,0,0,1,305000,148950
4196,50,20,311,1137,37,0,1,4,18,25,0,0,1,146000,258950
4197,50,20,310,1321,33,2,1,8,18,22,0,0,1,240000,179950
4198,50,20,194,1691,34,2,2,5,18,4,0,0,1,154700,159000
4199,50,20,310,1406,27,0,2,9,18,4,0,0,1,127000,149000
4200,50,20,310,1285,39,2,2,6,18,4,0,0,1,95000,1100000
4201,50,20,312,1213,31,2,1,6,18,22,0,0,1,149000,147750
4202,50,20,310,1281,31,2,2,6,18,22,0,0,1,235000,159000
4203,50,20,167,1322,23,1,2,1,18,25,0,0,1,147000,87500
4204,50,20,310,1321,32,2,2,8,18,9,0,0,1,298000,184500
4205,50,20,167,1622,27,2,1,5,18,9,0,0,1,129000,118750
4206,50,20,310,1286,41,2,2,6,18,22,0,0,1,183315,1325000
4207,50,20,312,1287,36,2,1,6,18,4,0,0,1,185000,265000
4208,50,20,312,1127,43,2,1,4,18,4,0,0,1,19565,1250000
4209,50,20,310,1285,42,2,2,6,18,4,0,0,1,85774,1435000
4210,8,13,220,106,36,0,0,1,1,4,5,0,1,220000,49500
4211,50,20,311,1135,37,0,1,4,18,22,0,0,1,188000,250000
4212,50,20,194,976,28,1,0,3,18,17,0,0,1,216000,48500
4213,50,20,194,1692,34,2,1,5,18,8,0,0,1,238000,131500
4214,50,20,312,1276,38,2,2,6,18,4,0,0,1,193000,440000
4215,50,20,166,1001,12,1,0,1,18,25,0,0,1,212000,105500
4216,50,20,194,1692,32,2,1,5,18,22,0,0,1,250000,125000
4217,50,20,310,1320,33,2,1,8,18,22,0,0,1,187000,205000
4218,50,20,312,1287,36,2,1,6,18,4,0,0,1,135000,380000
4219,50,20,310,1406,28,0,2,9,18,22,0,0,1,260000,165000
4220,50,20,194,1142,31,2,2,4,18,22,0,0,1,350,79900
4221,50,20,194,1205,26,1,1,5,18,25,0,0,1,290000,48000
4222,50,20,312,1128,42,2,1,4,18,22,0,0,1,67000,790000
4223,50,20,169,1622,43,2,1,4,18,22,0,0,1,19800,625000
4224,50,20,312,1276,45,2,1,1,18,22,0,0,1,20,1550000
4225,50,20,312,1121,45,4,1,4,18,22,0,0,0,0,1495000
4226,50,20,312,1121,45,4,1,4,18,22,0,0,0,0,1495000
4227,50,20,312,1278,37,2,1,6,18,4,0,0,1,127000,415000
4228,50,20,312,1288,37,2,1,6,18,4,0,0,1,179000,353000
4229,50,20,312,1277,44,2,1,1,18,22,0,0,1,181,1550000
4230,57,3,75,1522,37,2,1,8,8,4,9,0,1,128707,597500
4231,50,20,169,1622,41,4,2,6,18,4,0,0,1,94000,1350000
4232,50,20,310,1281,30,2,2,6,18,4,0,0,1,273000,149000
4233,50,20,194,1141,26,2,1,1,18,4,0,0,1,214000,56500
4234,50,20,194,1142,29,2,2,4,18,4,0,0,1,320000,62000
4235,50,20,310,1281,28,2,2,6,18,22,0,0,1,418000,112000
4236,50,20,312,1213,34,2,1,6,18,4,0,0,1,263000,185500
4237,50,20,311,1136,38,0,1,4,18,4,0,0,1,53000,385000
4238,50,20,312,1128,42,2,1,4,18,18,0,0,1,77000,865000
4239,50,20,194,1693,36,2,1,5,18,22,0,0,1,233000,152000
4240,50,20,194,1690,36,2,1,5,5,22,0,0,1,290000,187500
4241,50,20,312,1213,33,2,1,6,18,22,0,0,1,247000,178500
4242,50,20,311,1136,37,0,1,4,18,9,0,0,1,53000,353000
4243,48,20,194,1757,38,0,2,4,18,4,0,0,1,76000,243000
4244,48,20,194,1142,30,2,2,4,18,22,0,0,1,269000,85000
